id,job_title,work_type,workplace,company_name,company_page,experience_level,yrs_of_exp,address,city,country
1792,Senior Cost Accountant - Industrial,Full Time,On-site,T&D Design,https://wuzzuf.net/jobs/careers/T-D-Design-Egypt-16390,Experienced,7 - 10 Yrs of Exp,New Cairo,Cairo,Egypt
1793,Senior Cost and Inventory Accountant,Full Time,On-site,NewTech Company,https://wuzzuf.net/jobs/careers/-86890,Experienced,5 - 15 Yrs of Exp,Garden City,Cairo,Egypt
1794,Senior Customer Support Agent,Full Time,Hybrid,RAYA Auto,https://wuzzuf.net/jobs/careers/RAYA-Auto-Egypt-67134,Experienced,2 - 4 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1795,Senior Cybersecurity Engineer - PAM,Full Time,On-site,Alkan CIT,https://wuzzuf.net/jobs/careers/Alkan-CIT-Egypt-3148,Experienced,5 - 10 Yrs of Exp,Mokattam,Cairo,Egypt
1796,Senior Data Analyst,Full Time,On-site,Tamweely,https://wuzzuf.net/jobs/careers/Tamweely-Egypt-30002,Experienced,3 - 5 Yrs of Exp,Downtown,Cairo,Egypt
1797,Senior Data Analyst,Full Time,On-site,Allianz,https://wuzzuf.net/jobs/careers/Allianz-Egypt-14076,Experienced,2 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
1798,Senior Data Engineer,Full Time,Hybrid,Link Development,https://wuzzuf.net/jobs/careers/Link-Development-Egypt-15576,Experienced,5+ Yrs of Exp,UnKnown,Cairo,Egypt
1799,Senior Data Engineer,Full Time,Hybrid,Erada,https://wuzzuf.net/jobs/careers/Erada-Egypt-89969,Experienced,4 - 6 Yrs of Exp,Maadi,Cairo,Egypt
1800,Senior Devops Engineer,Full Time,Hybrid,Seoudi Supermarket,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038,Experienced,5 - 7 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1801,Senior Digital Marketing Specialist,Full Time,Hybrid,INTELLEVO,https://wuzzuf.net/jobs/careers/INTELLEVO-Egypt-113706,Experienced,2 - 4 Yrs of Exp,Dokki,Giza,Egypt
1802,Senior Digital Marketing Specialist,Full Time,On-site,ustores,https://wuzzuf.net/jobs/careers/ustores-egypt-129011,Experienced,3 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1803,Senior Digital Marketing Specialist,Full Time,On-site,النورس للتجاره,https://wuzzuf.net/jobs/careers/النورس للتجاره-Egypt-115748,Experienced,4 - 8 Yrs of Exp,New Nozha,Cairo,Egypt
1804,Senior Digital Marketing Specialist,Full Time,Remote,Confidential,UnKnown,Experienced,4+ Yrs of Exp,UnKnown,Abu Dhabi,United Arab Emirates
1805,Senior Digital Marketing Specialist,Full Time,On-site,Global Brands,https://wuzzuf.net/jobs/careers/gbrands-com-555,Experienced,3 - 7 Yrs of Exp,New Cairo,Cairo,Egypt
1806,Senior E-commerce Specialist,Full Time,On-site,Smart Light,https://wuzzuf.net/jobs/careers/Smart-Light-Egypt-35773,Experienced,3 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
1807,Senior ERP Consultant (IOT),Full Time,On-site,Leader Group,https://wuzzuf.net/jobs/careers/Leader-Group-Egypt-116501,Experienced,7 - 10 Yrs of Exp,UnKnown,Riyadh,Saudi Arabia
1808,Senior ERP Developer,Full Time,On-site,Milkys - The Milkman,https://wuzzuf.net/jobs/careers/Milkys-8207,Experienced,4 - 6 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1809,Senior ERP Specialist,Full Time,On-site,G-3A,https://wuzzuf.net/jobs/careers/G-3A-Egypt-127353,Experienced,4+ Yrs of Exp,UnKnown,Cairo,Egypt
1810,Senior Electrical & PLC Engineer,Full Time,On-site,Elsewedy industries,https://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892,Experienced,3 - 6 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1811,Senior Electrical Engineer,Full Time,On-site,Afniah Consulting Engineering,https://wuzzuf.net/jobs/careers/-113616,Experienced,8 - 10 Yrs of Exp,Heliopolis,Cairo,Egypt
1812,Senior Electrical Maintenance Engineer,Full Time,On-site,Dr.Greiche,https://wuzzuf.net/jobs/careers/Dr-Greiche-Egypt-41590,Experienced,5 - 8 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1813,Senior Electrical Technical Office Engineer,Full Time,On-site,ARX Developments,https://wuzzuf.net/jobs/careers/-125841,Experienced,5 - 7 Yrs of Exp,UnKnown,Cairo,Egypt
1814,Senior Electrical Technical Office Engineer,Full Time,On-site,Confidential,UnKnown,Manager,7 - 10 Yrs of Exp,Suez,Suez,Egypt
1815,Senior Export Representative,Full Time,On-site,Yemeni Cafe,https://wuzzuf.net/jobs/careers/--116386,Senior Management,5 - 10 Yrs of Exp,Obour City,Cairo,Egypt
1816,Senior Export Specialist,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,6th of October,Giza,Egypt
1817,Senior Facility Engineer,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1818,Senior Faculty Administrative Officer,Full Time,On-site,Zewail City,https://wuzzuf.net/jobs/careers/Zewail-City-Egypt-2881,Experienced,4 - 6 Yrs of Exp,6th of October,Giza,Egypt
1819,Senior Financial Analyst,Full Time,On-site,Tamweely,https://wuzzuf.net/jobs/careers/Tamweely-Egypt-30002,Experienced,3 - 6 Yrs of Exp,Downtown,Cairo,Egypt
1820,Senior Financial Analyst,Full Time,On-site,ECC Group,https://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801,Experienced,3 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
1821,Senior Financial Analysts,Full Time,On-site,HEIA,https://wuzzuf.net/jobs/careers/HEIA-Egypt-70249,Manager,10 - 15 Yrs of Exp,6th of October,Giza,Egypt
1822,Senior Financial Budgeting & Analysis Specialist,Full Time,On-site,Cairo Three A  Poultry,https://wuzzuf.net/jobs/careers/Cairo-Three-A--Poultry-Egypt-38144,Experienced,2 - 4 Yrs of Exp,New Cairo,Cairo,Egypt
1823,Senior Financial Controller,Full Time,On-site,Confidential,UnKnown,Experienced,10 - 15 Yrs of Exp,Sheraton,Cairo,Egypt
1824,Senior Financial Investment Analyst,Full Time,On-site,TRAVCO GROUP,https://wuzzuf.net/jobs/careers/TRAVCO-GROUP-Egypt-17291,Experienced,5 - 8 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1825,Senior Fintech Accountant,Full Time,On-site,Aloha Dot for software development and financial services,https://wuzzuf.net/jobs/careers/Aloha-Dot-for-software-development-and-financial-services-Egypt-127017,Experienced,4+ Yrs of Exp,UnKnown,Cairo,Egypt
1826,Senior Flutter developer,Full Time,On-site,Rahala,https://wuzzuf.net/jobs/careers/-117259,Experienced,4 - 8 Yrs of Exp,UnKnown,Giza,Egypt
1827,Senior Front End Developer,Full Time,Remote,Syad Tech,https://wuzzuf.net/jobs/careers/Syad-Tech-Saudi-Arabia-85689,Experienced,5 - 8 Yrs of Exp,UnKnown,Cairo,Egypt
1828,Senior Frontend Developer- Angular,Full Time,On-site,Egabi FSI,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,Experienced,4 - 7 Yrs of Exp,Sheraton,Cairo,Egypt
1829,Senior Frontend Engineer (Angular),Full Time,On-site,Tasaheel Finance,https://wuzzuf.net/jobs/careers/Tasaheel-Finance-Egypt-75247,Experienced,3 - 5 Yrs of Exp,UnKnown,Giza,Egypt
1830,Senior Full Stack .Net Developer,Full Time,Hybrid,Aliaict,https://wuzzuf.net/jobs/careers/aliaict-Egypt-38130,Experienced,4 - 6 Yrs of Exp,Nasr City,Cairo,Egypt
1831,Senior Full Stack Developer,Full Time,On-site,Misr University for Science and Technology,https://wuzzuf.net/jobs/careers/Management-Development-Center---Misr-University-for-Science---Technology-Egypt-9999,Experienced,4 - 7 Yrs of Exp,6th of October,Giza,Egypt
1832,Senior Full Stack Developer,Full Time,On-site,EZeats,https://wuzzuf.net/jobs/careers/EZeats-Egypt-115140,Experienced,3 - 5 Yrs of Exp,Heliopolis,Cairo,Egypt
1833,Senior Full Stack Developer,Full Time,Remote,Confidential,UnKnown,Experienced,6+ Yrs of Exp,UnKnown,Cairo,Egypt
1834,Senior Full Stack Developer (.NET Core & Angular),Full Time,Hybrid,Confidential,UnKnown,Experienced,4 - 7 Yrs of Exp,6th of October,Giza,Egypt
1835,"Senior Full Stack Developer (.NET core , Angular 8+) Onsite",Full Time,On-site,Confidential,UnKnown,Experienced,5+ Yrs of Exp,Nasr City,Cairo,Egypt
1836,Senior Full Stack Developer - Power Platform,Full Time,Hybrid,Initium Solutions,https://wuzzuf.net/jobs/careers/Initium-Solutions-Egypt-56621,Experienced,4+ Yrs of Exp,Giza,Giza,Egypt
1837,Senior Full Stack JavaScript (Next/Node) Engineer,Full Time,Remote,Raad Alfaris Information Technology Co,https://wuzzuf.net/jobs/careers/Raad-Alfaris-Information-Technology-Co-Saudi-Arabia-78605,Experienced,5+ Yrs of Exp,UnKnown,Cairo,Egypt
1838,Senior GIS Developer,Full Time,Remote,Syad Tech,https://wuzzuf.net/jobs/careers/Syad-Tech-Saudi-Arabia-85689,Experienced,5 - 10 Yrs of Exp,UnKnown,Cairo,Egypt
1839,Senior GL Accountant,Full Time,Hybrid,Grubtech,https://wuzzuf.net/jobs/careers/Grubtech-United-Arab-Emirates-68197,Experienced,3 - 4 Yrs of Exp,Maadi,Cairo,Egypt
1840,Senior General Accountant,Full Time,On-site,T&D Design,https://wuzzuf.net/jobs/careers/T-D-Design-Egypt-16390,Experienced,6 - 10 Yrs of Exp,New Cairo,Cairo,Egypt
1841,Senior General Ledger Accountant,Full Time,On-site,Orient,https://wuzzuf.net/jobs/careers/Orient-Egypt-17201,Experienced,5 - 7 Yrs of Exp,Maadi,Cairo,Egypt
1842,Senior Google Ads Expert,Full Time,Remote,VIP RENT A CAR - L.L.C,https://wuzzuf.net/jobs/careers/VIP car a rent-United Arab Emirates-118833,Experienced,5+ Yrs of Exp,UnKnown,Cairo,Egypt
1843,Senior Graphic Designer,Full Time,Hybrid,Grubtech,https://wuzzuf.net/jobs/careers/Grubtech-United-Arab-Emirates-68197,Experienced,5 - 8 Yrs of Exp,UnKnown,Cairo,Egypt
1844,Senior Graphic Designer,Full Time,On-site,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,Experienced,3 - 5 Yrs of Exp,Mohandessin,Giza,Egypt
1845,Senior HR Generalist,Full Time,On-site,Lumin,https://wuzzuf.net/jobs/careers/Excel-Systems-LLC-Egypt-13729,Experienced,2 - 5 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1846,Senior HR Generalist,Full Time,On-site,Al Farouk For Educational Service,https://wuzzuf.net/jobs/careers/-90484,Experienced,3 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
1847,Senior HR Generalist,Full Time,On-site,FinBi Finance & Banking Consultants International,https://wuzzuf.net/jobs/careers/FinBi-Finance--amp--Banking-Consultants-International-Egypt-26845,Experienced,4 - 6 Yrs of Exp,Dokki,Giza,Egypt
1848,Senior HR Manager,Full Time,On-site,Al monairy,https://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078,Manager,10 - 15 Yrs of Exp,Obour City,Cairo,Egypt
1849,Senior HR Specialist,Full Time,On-site,HITS Solutions,https://wuzzuf.net/jobs/careers/HITS-Solutions-Egypt-3358,Experienced,5+ Yrs of Exp,Nasr City,Cairo,Egypt
1850,Senior Human Resources - payroll and personnel,Full Time,On-site,CandyStore,https://wuzzuf.net/jobs/careers/-114820,Experienced,3 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
1851,Senior IOS Developer,Full Time,Hybrid,NEXT-Munich GmbH,https://wuzzuf.net/jobs/careers/-76490,Experienced,6 - 8 Yrs of Exp,Downtown,Cairo,Egypt
1852,Senior IT,Full Time,On-site,Organo Group,https://wuzzuf.net/jobs/careers/Organo-Group-Egypt-127363,Experienced,3 - 6 Yrs of Exp,6th of October,Giza,Egypt
1853,Senior IT Administrator,Full Time,On-site,Arabian Vision,https://wuzzuf.net/jobs/careers/Arabian-Vision-Egypt-53728,Experienced,4 - 6 Yrs of Exp,UnKnown,Alexandria,Egypt
1854,Senior IT Operation Engineer,Full Time,Hybrid,Roya Developments,https://wuzzuf.net/jobs/careers/Roya-Developments-Egypt-72895,Experienced,4 - 8 Yrs of Exp,Sheraton,Cairo,Egypt
1855,Senior IT Support Specialist – Microsoft Dynamics & Security Systems,Full Time,On-site,Seldar Egypt,https://wuzzuf.net/jobs/careers/Seldar-Egypt-Egypt-30370,Experienced,2 - 4 Yrs of Exp,New Cairo,Cairo,Egypt
1856,Senior Information Security Specialist,Full Time,On-site,Allianz,https://wuzzuf.net/jobs/careers/Allianz-Egypt-14076,Experienced,3 - 5 Yrs of Exp,New Cairo,Cairo,Egypt
1857,Senior Infrastructure Specialist,Full Time,On-site,IGI-Group,https://wuzzuf.net/jobs/careers/IGI-Group-Egypt-26707,Experienced,4 - 5 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1858,Senior Interior Design Engineer,Full Time,On-site,Capital Link Developments,https://wuzzuf.net/jobs/careers/Progate-Egypt-16414,Experienced,8+ Yrs of Exp,New Cairo,Cairo,Egypt
1859,Senior Internal Audit Specialist,Full Time,On-site,Al Ahly Medical Company,https://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459,Experienced,3 - 5 Yrs of Exp,Giza,Giza,Egypt
1860,Senior Internal Auditor,Full Time,On-site,Jazeera Paints,https://wuzzuf.net/jobs/careers/Jazeera-Panits-Egypt-42107,Experienced,5 - 8 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1861,Senior Internal Auditor,Full Time,Hybrid,Aman,https://wuzzuf.net/jobs/careers/Aman-Egypt-18390,Experienced,2 - 4 Yrs of Exp,UnKnown,Cairo,Egypt
1862,Senior Internal Auditor ( Background industrial ),Full Time,On-site,Bavaria Egypt,https://wuzzuf.net/jobs/careers/Bavaria-Egypt-Egypt-29995,Experienced,2 - 7 Yrs of Exp,Nozha,Cairo,Egypt
1863,Senior Inventory Control Specialist,Full Time,On-site,Cairo Three A Poultry,https://wuzzuf.net/jobs/careers/Pyramid-Poultry-Co--Egypt-50882,Experienced,2 - 4 Yrs of Exp,New Cairo,Cairo,Egypt
1864,Senior Java Developer,Full Time,On-site,Egabi FSI,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,Experienced,4+ Yrs of Exp,Sheraton,Cairo,Egypt
1865,Senior Java Developer,Full Time,On-site,Vigtas,https://wuzzuf.net/jobs/careers/vigtas-egypt-128987,Experienced,4 - 15 Yrs of Exp,UnKnown,Cairo,Egypt
1866,Senior Laravel PHP Developer,Full Time,Remote,Confidential,UnKnown,Experienced,7 - 20 Yrs of Exp,Dokki,Giza,Egypt
1867,Senior Logistics Officer (Agriculture Corps - Fresh Fruits & Vegetables),Full Time,On-site,Elganaini,https://wuzzuf.net/jobs/careers/Elganaini-Egypt-119081,Experienced,7 - 12 Yrs of Exp,Maadi,Cairo,Egypt
1868,Senior Logistics Specialist,Full Time,On-site,Wadi Group,https://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062,Experienced,3 - 6 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1869,Senior Logistics Specialist,Full Time,On-site,Dora Management Solutions,https://wuzzuf.net/jobs/careers/Home-city-Egypt-48529,Experienced,5 - 7 Yrs of Exp,Sheraton,Cairo,Egypt
1870,Senior MEP Procurement Engineer,Full Time,On-site,Reliance Egypt,https://wuzzuf.net/jobs/careers/Reliance-Egypt-Egypt-2504,Experienced,4 - 6 Yrs of Exp,UnKnown,Cairo,Egypt
1871,Senior Manager - Data Analytics,Full Time,On-site,Alshaya,https://wuzzuf.net/jobs/careers/Alshaya-Egypt-31261,Manager,7 - 10 Yrs of Exp,Nasr City,Cairo,Egypt
1872,Senior Manager - FP&R,Full Time,UnKnown,Emirates Global Aluminium (EGA),https://wuzzuf.net/jobs/careers/Emirates Global Aluminium (EGA)-United Arab Emirates-112847,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
1873,Senior Market Research,Full Time,Hybrid,Iktmal Solutions,https://wuzzuf.net/jobs/careers/-110699,Experienced,4 - 10 Yrs of Exp,Nasr City,Cairo,Egypt
1874,Senior Marketing Communication,Full Time,On-site,Beta Developments,https://wuzzuf.net/jobs/careers/Beta-Egypt-Egypt-12639,Experienced,4 - 5 Yrs of Exp,Heliopolis,Cairo,Egypt
1875,Senior Marketing Coordinator,Full Time,On-site,MixTender Beverages,https://wuzzuf.net/jobs/careers/MixTender-Beverages-Egypt-41788,Experienced,3 - 5 Yrs of Exp,Heliopolis,Cairo,Egypt
1876,Senior Marketing Specialist,Full Time,On-site,MH For Import And Export,https://wuzzuf.net/jobs/careers/MH For Import And Export-Egypt-105772,Experienced,2 - 5 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1877,Senior Marketing Specialist,Full Time,On-site,HITS Solutions,https://wuzzuf.net/jobs/careers/HITS-Solutions-Egypt-3358,Experienced,5+ Yrs of Exp,Nasr City,Cairo,Egypt
1878,Senior Marketing Strategist,Full Time,Remote,Confidential,UnKnown,Experienced,3 - 10 Yrs of Exp,UnKnown,Bath,United Kingdom
1879,Senior Mechanical BIM Technical Office,Full Time,On-site,Samman  Engineering & Consulting,https://wuzzuf.net/jobs/careers/Samman--Engineering---Consulting-Egypt-27724,Experienced,5 - 7 Yrs of Exp,Dokki,Giza,Egypt
1880,Senior Mechanical Technical Office Engineer,Full Time,On-site,GTCI Constructors,https://wuzzuf.net/jobs/careers/GTCI-Constructors-Egypt-65993,Experienced,5 - 8 Yrs of Exp,Heliopolis,Cairo,Egypt
1881,Senior Mechanical-Site Engineer,Full Time,On-site,Raafat Miller Consulting,https://wuzzuf.net/jobs/careers/raafat-miller-consulting-Egypt-11512,Experienced,9 - 12 Yrs of Exp,UnKnown,Giza,Egypt
1882,Senior Media Buyer,Full Time,On-site,Ahmed El-Sallab,https://wuzzuf.net/jobs/careers/Elsallab-Group-Egypt-8557,Experienced,3 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1883,Senior Media Buyer,Full Time,On-site,RUSHBRUSH INC,https://wuzzuf.net/jobs/careers/RUSHBRUSH-INC-Egypt-28872,Experienced,2 - 4 Yrs of Exp,UnKnown,Alexandria,Egypt
1884,Senior Media Buyer,Full Time,Hybrid,Future Experts,https://wuzzuf.net/jobs/careers/digitarianz-Egypt-27574,Experienced,3 - 5 Yrs of Exp,Stanley,Alexandria,Egypt
1885,Senior Media Buyer,Full Time,On-site,Alarabia Group,https://wuzzuf.net/jobs/careers/Alarabia-Group-Egypt-11230,Experienced,5 - 8 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1886,Senior Media Buyer,Full Time,Remote,Confidential,UnKnown,Experienced,3 - 10 Yrs of Exp,UnKnown,Bath,United Kingdom
1887,Senior Media Buyer / Performance,Full Time,On-site,Confidential,UnKnown,Experienced,3+ Yrs of Exp,Maadi,Cairo,Egypt
1888,Senior Medical Representative,Full Time,On-site,Mind Navigation,https://wuzzuf.net/jobs/careers/Mind Navigation-Egypt-127537,Experienced,3 - 7 Yrs of Exp,UnKnown,Alexandria,Egypt
1889,Senior NET Developer,Full Time,On-site,WashThru,https://wuzzuf.net/jobs/careers/WashThru-Egypt-118281,Experienced,3 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
1890,Senior Network Engineer,Full Time,Hybrid,Fixed Solutions,https://wuzzuf.net/jobs/careers/Fixed-Solutions-Egypt-18523,Experienced,5+ Yrs of Exp,UnKnown,Cairo,Egypt
1891,Senior Network Engineer,Full Time,On-site,Talaat Moustafa Group,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,Experienced,3 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1892,Senior Network Security Engineer,Full Time,On-site,Tasaheel Finance,https://wuzzuf.net/jobs/careers/Tasaheel-Finance-Egypt-75247,Experienced,4 - 8 Yrs of Exp,6th of October,Giza,Egypt
1893,Senior OD and Performance specialist,Full Time,On-site,ElMehy Engineering Company,https://wuzzuf.net/jobs/careers/ElMehy-Engineering-Company-Egypt-16241,Experienced,5 - 7 Yrs of Exp,Heliopolis,Cairo,Egypt
1894,Senior Odoo Developer,Full Time,On-site,Elsewedy industries,https://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892,Experienced,3 - 6 Yrs of Exp,New Cairo,Cairo,Egypt
1895,Senior Officer - Group Insurance,Full Time,UnKnown,Transguard Group,https://wuzzuf.net/jobs/careers/Transguard Group-United Arab Emirates-126685,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
1896,Senior Operation Manager,Full Time,On-site,Intouch CX,https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,Manager,5+ Yrs of Exp,Maadi,Cairo,Egypt
1897,Senior Operation Shipping and Logistics,Full Time,On-site,MH For Import And Export,https://wuzzuf.net/jobs/careers/MH For Import And Export-Egypt-105772,Experienced,2 - 4 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1898,Senior Oracle Developer,Full Time,Hybrid,Ithmaar Integrated Solutions,https://wuzzuf.net/jobs/careers/Ithmaar-Integrated-Solutions-Egypt-21025,Experienced,3 - 5 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1899,Senior Oracle Fusion Implementer & Support,Full Time,On-site,Tasaheel Finance,https://wuzzuf.net/jobs/careers/Tasaheel-Finance-Egypt-75247,Experienced,3 - 5 Yrs of Exp,UnKnown,Giza,Egypt
1900,Senior PHP Developer,Full Time,Hybrid,Expert Apps,https://wuzzuf.net/jobs/careers/Expert-Apps-Egypt-50784,Experienced,5+ Yrs of Exp,Maadi,Cairo,Egypt
1901,Senior Paid Media Manager,Full Time,On-site,Joya Amplify,https://wuzzuf.net/jobs/careers/Joya Amplify-Egypt-125141,Experienced,5+ Yrs of Exp,UnKnown,Cairo,Egypt
1902,Senior Payroll Specialist,Full Time,On-site,Cairo Three A Poultry,https://wuzzuf.net/jobs/careers/Pyramid-Poultry-Co--Egypt-50882,Experienced,4 - 6 Yrs of Exp,New Cairo,Cairo,Egypt
1903,Senior Payroll Specialist,Full Time,On-site,Somabay,https://wuzzuf.net/jobs/careers/Somabay-Egypt-24356,Experienced,2 - 5 Yrs of Exp,Safaga,Red Sea,Egypt
1904,Senior Payroll Specialist,Full Time,On-site,Staff Arabia,https://wuzzuf.net/jobs/careers/Staff-Arabia-Egypt-69800,Experienced,4 - 6 Yrs of Exp,6th of October,Giza,Egypt
1905,Senior Payroll Specialist.,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,Mohandessin,Giza,Egypt
1906,Senior Payroll and Personnel Specialist,Full Time,On-site,Al Ahly Medical Company,https://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459,Experienced,3 - 5 Yrs of Exp,Giza,Giza,Egypt
1907,Senior Performance Marketing Specialist - Media Buyer,Full Time,Remote,Madar Soft,https://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834,Experienced,3 - 4 Yrs of Exp,Fleming,Alexandria,Egypt
1908,Senior Personnel & Payroll Specialist,Full Time,On-site,ECC Group,https://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801,Experienced,5+ Yrs of Exp,Nasr City,Cairo,Egypt
1909,Senior Planning Engineer,Full Time,On-site,Royal for Real Estate Development,https://wuzzuf.net/jobs/careers/RoyalforRealEstateInvestment-18849,Experienced,4 - 7 Yrs of Exp,New Cairo,Cairo,Egypt
1910,Senior Power BI Developer (GeoLocation Specialist),Full Time,Remote,Madar Soft,https://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834,Experienced,3 - 3 Yrs of Exp,Fleming,Alexandria,Egypt
1911,Senior Presales Engineer,Full Time,On-site,ITVISION for computer services,https://wuzzuf.net/jobs/careers/itvision-for-computer-services-egypt-128793,Experienced,5+ Yrs of Exp,Dokki,Giza,Egypt
1912,Senior Process Engineer,Full Time,On-site,OPPO Egypt  Manufacturing,https://wuzzuf.net/jobs/careers/OPPO-Egypt--Manufacturing-Egypt-118061,Experienced,3 - 5 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
