id,job_id,skills
1,1,Accounting/Finance
2,1,Accounting
3,1,Accounting Software
4,1,Construction
5,1,Contracting
6,1,MS Excel
7,1,Tax
8,1,MS
9,1,excel
10,1,Financial Analysis
11,2,IT/Software Development
12,2,Quality
13,2,Engineering - Telecom/Technology
14,2,Android SDK
15,2,Computer Science
16,2,APIs
17,2,Android
18,2,Software Development
19,2,Information Technology (IT)
20,2,Engineering
21,3,IT/Software Development
22,3,Analyst/Research
23,3,Engineering - Telecom/Technology
24,3,BI
25,3,Computer Science
26,3,Database
27,3,Information Technology (IT)
28,3,Oracle
29,3,SQL
30,3,PLSql
31,4,IT/Software Development
32,4,Quality
33,4,Engineering - Telecom/Technology
34,4,developer
35,4,Sales
36,4,Outsourcing
37,4,Information Technology (IT)
38,5,Accounting/Finance
39,5,Accounting
40,5,General Ledger
41,5,GAAP
42,5,MS Excel
43,6,females_only
44,6,Human Resources
45,6,IT/Software Development
46,6,Engineering - Telecom/Technology
47,6,business
48,6,Communication skills
49,6,Human Resources (HR)
50,6,HR
51,6,Information Technology (IT)
52,6,Performance Management
53,6,Payroll
54,7,IT/Software Development
55,7,Quality
56,7,Engineering - Telecom/Technology
57,7,API
58,7,Information Technology (IT)
59,7,Communication skills
60,7,iOS
61,7,Git
62,7,Objective
63,7,Software Development
64,8,Installation/Maintenance/Repair
65,8,IT/Software Development
66,8,Engineering - Telecom/Technology
67,8,APIs
68,8,Computer Science
69,8,Software Development
70,8,Data Structures
71,8,Docker
72,8,Information Technology (IT)
73,8,Linux
74,9,Logistics/Supply Chain
75,9,Purchasing/Procurement
76,9,Administration
77,9,Purchasing
78,9,Procurement
79,9,Supply
80,9,Sourcing
81,9,Supply Chain
82,9,supply chain management
83,10,Accounting/Finance
84,10,Accounting
85,10,Odoo ERP
86,10,Odoo user
87,10,Microsoft Office
88,10,Finance
89,10,Financial Analysis
90,11,Creative/Design/Art
91,11,Engineering - Mechanical/Electrical
92,11,Mechanical Engineering
93,11,Engineering
94,11,AutoCAD
95,11,BOQ
96,11,Design
97,11,Mechanical
98,11,Firefighting
99,11,Plumbing
100,12,Human Resources
101,12,Legal
102,12,Pharmaceutical
103,12,Human Resources (HR)
104,12,Personnel
105,12,Recruitment
106,12,Microsoft Office
107,12,Business Administration
108,12,Administration
109,12,Labor Law
110,13,IT/Software Development
111,13,Quality
112,13,Engineering - Telecom/Technology
113,13,Agile
114,13,Information Technology (IT)
115,13,Java
116,13,Software Development
117,13,Computer Science
118,13,Agile Methodology
119,13,AWS
120,14,Human Resources
121,14,CBI
122,14,Interviewing
123,14,Recruitment
124,14,Hiring
125,14,Talent acquisition
126,14,Human Resources (HR)
127,14,Communication skills
128,15,Operations/Management
129,15,Marketing/PR/Advertising
130,15,Sales/Retail
131,15,Communication skills
132,15,Communication
133,15,CRM
134,15,English
135,15,Experience
136,15,New Cairo
137,15,New Capital
138,16,Engineering - Construction/Civil/Architecture
139,16,Creative/Design/Art
140,16,Graphic Design
141,16,Design
142,16,Architecture
143,16,Engineering
144,16,Interior Design
145,16,Adobe Photoshop
146,16,Adobe Illustrator
147,16,Adobe Indesign
148,17,computer
149,17,AI
150,17,Computer Science
151,17,Information Technology (IT)
152,18,IT/Software Development
153,18,Engineering - Other
154,18,npl
155,18,AI
156,18,Python
157,18,Keras
158,18,PyTorch
159,18,Machine Learning
160,18,Artificial Intelligence (AI)
161,18,AI Agent
162,19,IT/Software Development
163,19,Engineering - Telecom/Technology
164,19,AI
165,19,Computer Science
166,19,Information Technology (IT)
167,19,Software
168,19,Java
169,19,PostgreSQL
170,19,Engineering
171,19,Software Development
172,20,Business Development
173,20,Analyst/Research
174,20,Training/Instructor
175,20,AI
176,20,Training
178,20,Project Management
179,20,Education Technology
180,21,Engineering - Mechanical/Electrical
181,21,Education/Teaching
182,21,curriculum developer
183,21,electrical engineering
184,21,electronics
185,21,engineering
186,21,management
187,21,operations
188,22,Engineering - Telecom/Technology
189,22,AI
190,22,LMS
191,22,FFT
192,22,Python
193,22,Engineering
194,22,Frameworks
195,22,PyTorch
196,22,TensorFlow
197,22,NLP
198,23,IT/Software Development
199,23,Engineering - Telecom/Technology
200,23,computer
201,23,AI
202,23,NLP
203,23,Engineering
204,23,Information Technology (IT)
205,23,CUDA
206,23,Linux
207,23,Computer Science
208,24,IT/Software Development
209,24,Analyst/Research
210,24,Engineering - Telecom/Technology
211,24,AI
212,24,APIs
213,24,Computer Science
214,24,Development
215,24,Engineering
216,24,Frameworks
217,24,Information Technology (IT)
218,25,IT/Software Development
219,25,Engineering - Telecom/Technology
220,25,Computer Science
221,25,BI
222,25,Software Engineering
223,25,SQL
224,25,Software Development
225,25,Power BI
226,25,SSRS
227,25,SQL Server
228,26,IT/Software Development
229,26,AI
230,26,Computer Science
231,27,IT/Software Development
232,27,Training/Instructor
233,27,AI
234,27,Information Technology (IT)
235,27,Computer Programs
236,27,Artificial Intelligence (AI)
237,27,NLP
238,27,Machine
239,27,Machine Learning
240,27,Training
241,28,Writing/Editorial
242,28,IT/Software Development
243,28,Transcription
244,28,English
245,28,Financial Services
246,28,AI
247,28,Accounting
248,28,Financial Accounting
249,28,Financial Management
250,28,Compliance
251,29,Training/Instructor
252,29,AI
253,29,Training
254,30,Marketing/PR/Advertising
255,30,Digital Marketing
256,30,Community Management
257,30,Social Media
258,31,Accounting/Finance
259,31,Oracle Fusion
260,31,AP
261,31,Accounting
262,31,Payable Accounting
263,32,Accounting/Finance
264,32,Accounting
265,32,Commerce
266,32,English
267,32,Finance
268,32,Financial Analysis
269,32,Microsoft Office
270,32,office
271,33,Accounting/Finance
272,33,Accounting
273,33,Accounting principles
274,33,Accounting Software
275,33,AR
276,33,Finance
277,33,Financial Analysis
278,33,excel
279,33,GAAP
280,33,General Ledger
281,34,Accounting/Finance
282,34,Accounting
283,34,Accounting Systems
284,34,AR
285,34,E-Commerce
286,34,excel
287,34,Finance
288,34,Financial
289,34,Financial Analysis
290,34,IFRS
291,35,Accounting/Finance
292,35,Accounting
293,35,AR
294,35,AR Accountant
295,35,ERP systems
296,35,excel
297,35,Finance
298,35,Accounts Receivable
299,35,Detail Oriented
300,35,Problem Solving
301,36,Accounting/Finance
302,36,Accounting
303,36,Finance
304,36,Microsoft Office
305,36,AR
306,36,Accounts Receivable
307,36,SAP
308,36,English
309,36,Financial Analysis
310,36,Financial
311,37,males_only
312,37,Accounting/Finance
313,37,Accounting
314,37,excel
315,37,Finance
316,37,AR Accountant
317,37,Accounts Receivable
318,37,AR
319,38,IT/Software Development
320,38,Ax
321,38,Computer Science
322,38,Visual Studio
323,38,X++
324,38,Programming
325,38,SSRS
326,38,SQL
327,38,Dynamics AX
328,38,MS Dynamics AX
329,39,IT/Software Development
330,39,Computer Science
331,39,Programming
332,39,Development
333,39,Dynamics AX
334,39,Information Technology (IT)
335,39,Ax
336,39,D365
337,39,Dynamics
338,40,Education/Teaching
339,40,Academic
340,40,Academic management
341,40,Education
342,40,Management
343,41,Business Development
344,41,Marketing/PR/Advertising
345,41,Media/Journalism/Publishing
346,41,Marketing
347,41,Market Research
348,41,Customer Service
349,41,Customer Support
350,41,Digital Agencies
352,41,Sales
353,42,Customer Service/Support
354,42,Sales/Retail
355,42,Account
356,42,account manager
357,42,Customer Service
358,42,Sales
359,42,Manager
360,42,Communication skills
361,43,Other
362,43,Account Management
363,43,B2B
364,44,Business Development
365,44,Sales/Retail
366,44,Account Management
367,44,Business Administration
368,44,Sales
369,44,sales skills
370,44,Software
371,44,Oil Field
372,44,Training
373,44,Engineering
374,45,Customer Service/Support
375,45,Sales/Retail
376,45,Communication skills
377,45,Sales
378,45,Skills
379,45,Customer Service
380,45,sales skills
381,45,Sales Target
382,45,Communication
383,46,males_only
384,46,Customer Service/Support
385,46,Operations/Management
386,46,Tourism/Travel
387,46,Operations Management
388,46,Account Management
389,46,french
390,46,Travel
391,46,Tourism
392,46,Communication
393,46,sales skills
394,47,Accounting/Finance
395,47,Accounting
396,47,Accounting principles
397,47,Accounts Receivable
398,47,Finance
399,47,Financial Analysis
400,47,Financial Management
401,47,Odoo
402,47,Odoo ERP
403,48,Accounting/Finance
404,48,Banking
405,48,Purchasing/Procurement
406,48,Accounting
407,48,Financial Accounting
408,48,Account Management
409,48,Payroll
410,48,Accounts Payable
411,48,Payable Accounting
412,48,Payroll Accounting
413,49,Accounting/Finance
414,49,Medical/Healthcare
415,49,Tourism/Travel
416,49,Finance
417,49,Financial Management
418,49,Financial Analysis
419,49,Microsoft Office
420,49,Accounting
421,49,English
422,49,excel
423,50,Accounting/Finance
424,50,Odoo ERP
425,50,CMA
426,50,IFRS
427,50,Financial Analysis
428,50,Accounting Cycle
429,50,Microsoft Excel
430,50,Accounting
431,50,Communication skills
432,50,Financial Management
433,51,Accounting/Finance
434,51,accountant
435,51,Finance
436,51,Accounting
437,51,Communication
438,51,Financial Statements
439,51,Financial Management
440,51,Commerce
441,51,English
442,51,Financial Analysis
443,52,males_only
444,52,Accounting/Finance
445,52,Accounting
446,52,Finance
447,52,MS Excel
448,52,Accounting Software
449,52,Financial Management
450,52,Financial Analysis
451,52,General Ledger
452,52,CMA
453,52,CPA
454,53,females_only
455,53,Accounting/Finance
456,53,accountant
457,53,Finance
458,54,Accounting/Finance
459,54,Accounting
460,54,Accounting Software
461,54,excel
462,55,Accounting/Finance
463,55,Banking
464,55,Accounting
465,55,excel
466,55,Accounting Software
467,55,CMA
468,55,CPA
469,55,Finance
470,55,Financial Analysis
471,55,Financial Management
472,56,Accounting/Finance
473,56,Accounting
474,56,Finance
475,56,Financial Analysis
476,56,Real Estate
477,56,Financial Management
478,57,Accounting/Finance
479,57,Administration
480,57,Junior Accountant
481,57,admin
482,57,Accounting
483,57,Accounting Software
484,57,Education
485,57,excel
486,57,Finance
487,57,Financial Analysis
488,58,males_only
489,58,Accounting/Finance
490,58,Banking
491,58,accountant
492,58,Financial Analysis
493,58,Financial Management
494,58,Finance
495,58,IFRS
496,58,International Financial Reporting Standards
498,58,Accounts Payable
499,59,Accounting/Finance
500,59,Accounting
501,59,Accounting principles
502,59,excel
503,59,Finance
504,59,General Ledger
505,59,MS Excel
506,59,Financial Analysis
507,59,Financial Management
508,59,analytical
509,60,Accounting/Finance
510,60,Administration
511,60,Banking
512,60,Accounting
513,60,analytical
514,60,CPA
515,60,CMA
516,60,excel
517,60,Finance
518,60,Financial Analysis
519,61,males_only
520,61,Accounting/Finance
521,61,Accounting
522,61,Finance
523,61,MS Excel
524,61,Accounting Software
525,61,Financial Management
526,61,Financial Analysis
527,61,excel
528,61,Odoo
529,62,Accounting/Finance
530,62,Accounting
531,62,Accounting Software
532,62,CMA
533,62,CPA
534,62,Financial Analysis
535,62,Financial Management
536,62,GAAP
537,62,General Ledger
538,62,MS Excel
539,63,Accounting/Finance
540,63,Accounting
541,63,Accounting Software
542,63,CPA
543,63,excel
544,63,Finance
545,63,Financial Analysis
546,63,Financial Management
547,63,CMA
548,63,GAAP
549,64,Accounting/Finance
550,64,Administration
551,64,Banking
552,64,Accounting
553,64,Finance
554,64,Financial Management
555,64,Commerce
556,64,Microsoft Office
557,64,Computer Skills
558,64,Communication skills
559,65,Accounting/Finance
560,65,Accounting
561,65,English
562,65,ERP systems
563,65,excel
564,65,Finance
565,65,General Ledger
566,65,MS Excel
567,65,MS
568,65,Accounting Software
569,66,Accounting/Finance
570,66,Administration
571,66,Accounting
572,66,Finance
573,67,Accounting/Finance
574,67,Account
575,67,Customer Service
576,67,Sales
577,67,sales skills
578,67,Sales Target
579,67,account manager
580,67,accountant
581,67,Accounting
582,67,Finance
583,68,Accounting/Finance
584,68,Accounting
585,68,Finance
586,68,Financial Management
587,68,Financial Analysis
588,68,excel
589,68,Accounting Software
590,68,General Ledger
591,69,Accounting/Finance
592,69,Accounting
593,69,Accounting Software
594,69,analytical
595,69,excel
596,69,Finance
597,69,Financial Analysis
598,69,Financial Management
599,69,GAAP
600,69,General Ledger
601,70,Accounting/Finance
602,70,Accounting
603,70,Finance
604,70,Financial Analysis
605,70,Financial Management
606,70,Commerce
607,70,Microsoft Word
608,70,Accounting Software
609,70,English
610,70,Reporting
611,71,Accounting/Finance
612,71,Banking
613,71,Accounting
614,71,Accounting Software
615,71,excel
616,71,Finance
617,71,Financial Analysis
618,71,Financial Management
619,71,General Ledger
620,71,MS Excel
621,72,Accounting/Finance
622,72,accountant
623,72,Accounting
624,72,Financial Analysis
625,72,Finance
626,72,Financial Management
627,73,Accounting/Finance
628,73,Accounting
629,73,Construction Field
630,73,Financial Management
631,73,excel
632,73,MS Excel
633,73,Construction
634,74,Accounting/Finance
635,74,Business Administration
636,74,Accounting
637,74,Finance
638,75,Accounting/Finance
639,75,Cashier
640,75,Microsoft Office
641,75,Finance
642,75,Accounting
643,75,English
644,75,Financial Reporting
645,75,Analytical
646,75,Financial Analysis
647,75,Financial
648,76,Accounting/Finance
649,76,Accounting
650,76,Accounting Software
651,76,excel
652,76,MS Excel
653,77,Accounting/Finance
654,77,Accounting
655,77,accountant
656,77,Construction
657,77,Business Administration
658,77,Financial Analysis
659,77,Financial Management
660,77,Real Estate
661,77,Financial Reporting
662,78,Accounting/Finance
663,78,Engineering - Construction/Civil/Architecture
664,78,Accounting
665,78,Financial Management
666,78,Financial Analysis
667,78,Finance
668,78,MS Excel
669,78,MS
670,78,Accounting Software
671,79,males_only
672,79,Accounting/Finance
673,79,Banking
674,79,Accounting
675,79,Payable Accounting
676,79,Treasury Accounting
677,79,Accounts Receivable
678,79,Accounting Reports
679,79,Cost Accounting
680,79,Accounts Payable
681,79,ERP
682,80,Accounting/Finance
683,80,Accounting
684,80,Finance
685,80,Financial Analysis
686,80,excel
687,80,Accounting Software
688,80,CMA
689,80,CPA
690,80,Financial Management
691,80,GAAP
692,81,Accounting/Finance
693,81,English
694,81,Accounting
695,81,MS
696,81,Microsoft Office
697,81,Microsoft Excel
698,81,Finance
699,81,Financial Analysis
700,81,Financial Management
701,81,Accounting principles
702,82,males_only
703,82,Accounting/Finance
704,82,Legal
705,82,accountant
706,82,Accounting
707,82,Financial Management
708,82,Financial Analysis
709,82,Finance
710,82,Accounting Software
711,82,Auditing
712,82,CPA
713,83,Accounting/Finance
714,83,Accounting
715,83,Cost Accounting
716,84,Accounting/Finance
717,84,Administration
718,84,accountant
719,84,Accounting
720,84,Finance
721,84,Financial Analysis
722,84,Financial Management
723,85,Accounting/Finance
724,85,Accounting
725,85,Financial Analysis
726,85,Financial Management
727,85,Finance
728,86,Accounting/Finance
729,86,Accounting
730,86,excel
731,86,analytical
732,86,Finance
733,86,Financial Analysis
734,86,Financial Management
735,86,General Ledger
736,86,Ledger
737,86,MS Excel
738,87,Accounting/Finance
739,87,Accounting
740,87,Accounting Software
741,87,Microsoft Office
742,87,excel
743,87,Finance
744,87,Communication skills
745,87,accountant
746,87,Communication
747,87,Financial Analysis
748,88,Accounting/Finance
749,88,English
750,88,Microsoft Excel
751,88,Accounting
752,88,Financial Analysis
753,89,males_only
754,89,Accounting/Finance
755,89,Accounting
756,89,Accounting Software
757,89,CMA
758,89,CPA
759,89,excel
760,89,Finance
761,89,Financial Analysis
762,89,Financial Management
763,89,GAAP
764,90,Accounting/Finance
765,90,Accounting
766,90,Communication skills
767,90,Finance
768,90,Microsoft Office
769,90,Communication
770,90,Financial Management
771,90,powerpoint
772,90,Financial Analysis
773,90,English
774,91,Accounting/Finance
775,91,Administration
776,91,Banking
777,91,Accounting
778,91,Accounting Software
779,91,Financial Analysis
780,91,Financial Management
781,91,Finance
782,92,Accounting/Finance
783,92,Accounting
784,92,Accounting Software
785,92,CMA
786,92,CPA
787,92,excel
788,92,Finance
789,92,Financial Analysis
790,92,Financial Management
791,92,GAAP
792,93,Accounting/Finance
793,93,Accounting
794,93,Finance
795,93,Financial Management
796,93,MS Excel
797,93,Accounting Software
798,94,Accounting/Finance
799,94,Accounting
800,94,Finance
801,95,males_only
802,95,Accounting/Finance
803,95,Accounting
804,95,Accounting Software
805,95,excel
806,95,Finance
807,95,Financial Analysis
808,95,Financial Management
809,95,General Ledger
810,96,Accounting/Finance
811,96,Accounting
812,96,Finance
813,96,accountant
814,96,Financial Management
815,96,Financial Analysis
816,97,Accounting/Finance
817,97,Accounting
818,97,Finance
819,97,Financial Analysis
820,97,Financial Management
821,97,Financial Accounting
822,97,Account Management
823,97,Financial Services
824,97,Accounts Payable
825,97,Payable Accounting
826,98,Accounting/Finance
827,98,Banking
828,98,Finance
829,98,Accounting
830,98,ERP
831,98,MS Excel
832,98,Federal Tax Authority
833,98,Accounting Software
834,98,Financial Analysis
835,98,Financial Management
836,99,Accounting/Finance
837,99,Commerce
838,99,Analysis
839,99,ERP
840,99,Accounting
841,99,Financial Reporting
842,99,Financial Analysis
843,99,Finance
844,99,Reporting
845,100,Accounting/Finance
846,100,Banking
847,100,Accounting
848,100,excel
849,100,Finance
850,100,Financial Analysis
851,100,Financial Management
852,100,General Ledger
853,100,Balance Sheet
854,100,Financial Accounting
855,101,Accounting/Finance
856,101,Banking
857,101,Accounting
858,101,Accounting Software
859,101,CMA
860,101,CPA
861,101,excel
862,101,Finance
863,101,Financial Analysis
864,101,Financial Management
865,102,Accounting/Finance
866,102,Accounting
867,102,ERP System
868,103,Accounting/Finance
869,103,Banking
870,103,Accounting
871,103,Accounting Software
872,103,General Ledger
873,103,excel
874,103,Finance
875,103,Financial Management
876,103,Financial Analysis
877,103,CMA
878,104,Accounting/Finance
879,104,Administration
880,104,Accounting
881,104,Financial
882,104,Financial Management
883,104,Business Administration
884,104,Financial Analysis
885,104,business
886,104,Communication
887,104,Finance
888,105,Accounting/Finance
889,105,Accounting
890,105,Finance
891,105,English
892,105,Financial Analysis
893,105,Financial Management
894,105,MS Office
895,105,office
896,105,MS
897,105,Real Estate
898,106,Accounting/Finance
899,106,Accounting
900,106,Accounting Software
901,106,Financial Reporting
902,106,Commerce
903,107,females_only
904,107,Accounting/Finance
905,107,excel
906,107,Business English
907,108,Accounting/Finance
908,108,Accounting
909,108,accountant
910,109,males_only
911,109,Accounting/Finance
912,109,Microsoft Office
913,109,Accounting
914,109,Financial Analysis
915,109,Finance
916,109,Financial Management
917,110,Accounting/Finance
918,110,Finance
919,110,Communication
920,110,Accounts payable
921,110,Business
922,110,Accounting
923,110,Excel
924,110,CPA
925,110,CMA
926,110,Financial Analysis
927,111,Accounting/Finance
928,111,Banking
929,111,Customer Service/Support
930,111,Accounting
931,111,excel
932,111,Finance
933,111,MS
934,111,MS Excel
935,112,Accounting/Finance
936,112,Accounting
937,112,Financial Management
938,112,Finance
939,112,Accounting Software
940,112,excel
941,112,Financial Analysis
942,112,CMA
943,112,CPA
944,112,GAAP
945,113,Accounting
946,113,English
947,113,Finance
948,113,Financial Analysis
949,113,Financial Management
950,114,Accounting/Finance
951,114,Financial Analysis
952,114,Finance
953,114,Financial Management
954,114,excel
955,114,MS Excel
956,114,Accounting Software
957,114,CMA
958,114,CPA
959,114,GAAP
960,115,Accounting/Finance
961,115,Administration
962,115,accountant
963,115,Accounting
964,115,Financial Analysis
965,115,Finance
966,116,Accounting/Finance
967,116,Finance
968,116,Accounting
969,116,Payroll
970,116,Human Resources
971,116,Administration
972,116,Microsoft Office
973,116,Financial Analysis
974,116,Computer Skills
975,116,Financial Management
976,117,males_only
977,117,Accounting/Finance
978,117,Microsoft Excel
979,117,Odoo ERP
980,117,Accounting
981,117,analytical
982,117,excel
983,117,Finance
984,117,Financial Analysis
985,117,Financial Management
986,117,GAAP
987,118,Accounting/Finance
988,118,Banking
989,118,Accounting
990,118,accountant
991,118,excel
992,118,Finance
993,118,analytical
994,118,MS Excel
995,118,Financial Analysis
996,118,Accounting Regulations
997,119,Administration
998,119,Banking
999,119,Accounting
1000,119,Finance
1001,119,Financial Analysis
1002,119,Financial Management
1003,119,Microsoft Office
1004,119,Commerce
1005,119,Microsoft Excel
1006,120,Accounting/Finance
1007,120,Accounting
1008,120,Financial Management
1009,120,MS Office
1010,120,Finance
1011,120,Retail
1012,121,Accounting/Finance
1013,121,Banking
1014,121,Accounting
1016,121,excel
1017,121,Finance
1018,122,Accounting/Finance
1019,122,Banking
1020,122,Accounting
1021,122,Accounting principles
1022,122,analytical
1023,122,Finance
1024,122,Financial Analysis
1025,122,Financial Management
1026,122,General Ledger
1027,122,MS Excel
1028,123,Banking
1029,123,Accounting
1030,123,Accounting Software
1031,123,CMA
1032,123,CPA
1033,123,excel
1034,123,Finance
1035,123,Financial Analysis
1036,123,Financial Management
1037,124,Banking
1038,124,Accounting
1039,124,Accounting Software
1040,124,CMA
1041,124,CPA
1042,124,excel
1043,124,Finance
1044,124,Financial Analysis
1045,124,Financial Management
1046,125,Accounting/Finance
1047,125,Accounting
1048,125,Office Applications
1049,125,Financial Accounting
1050,125,Account Management
1051,125,Treasury Accounting
1052,125,analytical
1053,125,Finance
1054,125,excel
1055,125,Financial Analysis
1056,126,Accounting/Finance
1057,126,Administration
1058,126,Banking
1059,126,Finance
1060,126,Financial Management
1061,126,reports
1062,126,Financial Analysis
1063,127,Accounting/Finance
1064,127,Administration
1065,127,Banking
1066,127,accountant
1067,127,Accounting
1068,127,Accounting Software
1069,127,excel
1070,127,Finance
1071,127,Financial Analysis
1072,127,Financial Management
1073,128,Accounting/Finance
1074,128,Accounting
1075,128,analytical
1076,128,excel
1077,128,Finance
1078,128,Financial Analysis
1079,128,Financial Management
1080,128,General Ledger
1081,128,Ledger
1082,128,MS
1083,129,Banking
1084,129,Accounting
1085,129,Accounts Payable
1086,129,Accounts Receivables
1087,129,Finance
1088,129,Auditing
1089,129,Financial Analysis
1090,130,Accounting
1091,130,excel
1092,130,Microsoft Office
1093,130,Finance
1094,130,Internship
1095,130,Financial Analysis
1096,130,Microsoft Excel
1097,130,Financial Management
1098,130,Auditing
1099,131,males_only
1100,131,Accounting/Finance
1101,131,ERP
1102,131,excel
1103,131,Finance
1104,131,Financial Analysis
1105,131,Financial Management
1106,131,Odoo
1107,131,Tax
1108,131,Retail
1109,131,Management
1110,132,Accounting/Finance
1111,132,Accounting
1112,132,Finance
1113,132,MS Office
1114,132,Microsoft Excel
1115,132,Financial Analysis
1116,132,Cost Accounting
1117,132,excel
1118,133,Accounting/Finance
1119,133,accountant
1120,133,Commerce
1121,133,Finance
1122,133,invoices
1123,133,Account Management
1124,134,Accounting/Finance
1125,134,Accounting
1126,134,Auditing
1127,135,Accounting/Finance
1128,135,Accounting
1129,135,Costing
1130,135,Finance
1131,135,Financial Reports
1132,135,Financial Analysis
1133,135,inventory
1134,135,reports
1135,135,Compliance
1136,135,English
1137,136,females_only
1138,136,Accounting/Finance
1139,136,Analyst/Research
1140,136,Accounting
1141,136,Commerce
1142,136,Financial Reports
1143,136,Financial
1144,136,Financial Accounting
1145,136,Financial Analysis
1146,136,English
1147,136,excel
1148,137,Accounting/Finance
1149,137,Accounting
1150,137,Finance
1151,137,Analyst
1152,137,Commerce
1153,137,Financial Analysis
1154,138,Accounting/Finance
1155,138,Analyst/Research
1156,138,Accounting
1157,138,Analyst
1158,138,Finance
1159,138,Financial Analysis
1160,138,Commerce
1161,138,ERP
1162,138,Microsoft Word
1163,138,Microsoft Excel
1164,139,Accounting/Finance
1165,139,Accounting
1166,139,ERP
1167,139,IFRS
1168,139,Tax
1169,139,Odoo ERP
1170,140,Accounting/Finance
1171,140,Administration
1172,140,Operations/Management
1173,140,Accounting
1174,140,accounting data
1175,140,Finance
1176,140,Financial Accounting
1177,140,Financial Management
1178,140,reports
1179,140,Transactions
1180,141,Accounting/Finance
1181,141,Accounting
1182,141,Financial Management
1183,141,Financial Reports
1184,141,Financial Accounting
1185,141,Financial Analysis
1186,141,accounting data
1187,141,Finance
1188,141,Financial
1189,142,Accounting/Finance
1190,142,Accounting
1191,142,Financial Analysis
1192,142,Manager
1193,142,Accounting Manager
1194,142,Finance
1195,142,Financial Management
1196,142,accounting data
1197,142,Compliance
1198,142,Financial
1199,143,Accounting/Finance
1200,143,Banking
1201,143,Operations/Management
1202,143,Accounting Manager
1203,143,Finance
1204,143,Accounting
1205,143,Financial Analysis
1206,143,Manager
1207,144,Accounting/Finance
1208,144,Communication
1209,144,Communication skills
1210,144,ERP
1211,144,excel
1212,144,Finance
1213,144,Financial Analysis
1214,144,Financial Management
1215,144,Odoo
1216,144,reports
1217,145,Accounting/Finance
1218,145,Accounting
1219,145,Finance
1220,145,Financial Reports
1221,145,Financial Management
1222,145,Communication skills
1223,145,Financial Analysis
1224,145,Financial
1225,146,Accounting/Finance
1226,146,Logistics/Supply Chain
1227,146,Operations/Management
1228,146,Accounting
1229,146,Accounting principles
1230,146,Accounting Software
1231,146,Computer Skills
1232,146,Bookkeeping
1233,146,Finance
1234,146,Financial Analysis
1235,147,males_only
1236,147,Accounting/Finance
1237,147,Administration
1238,147,Operations/Management
1239,147,Accounting
1240,147,Financial Analysis
1241,147,Leadership
1242,147,IFRS
1243,147,CMA
1244,147,Odoo
1245,148,Accounting/Finance
1246,148,Management
1247,148,Accounting
1248,148,Business Administration
1249,148,Financial Analysis
1250,148,CMA
1251,148,Communication skills
1252,148,ERP
1253,148,Finance
1254,148,Financial Management
1255,149,Accounting/Finance
1256,149,Accounting
1257,149,Finance
1258,149,Tax
1259,149,Financial Reporting
1260,149,Financial Management
1261,149,Financial Analysis
1262,150,Accounting/Finance
1263,150,Administration
1264,150,Operations/Management
1265,150,Accounting
1266,150,Financial Management
1267,150,Financial Analysis
1268,150,Microsoft Office
1269,150,IFRS
1270,150,GAAP
1271,151,Accounting/Finance
1272,151,Accounting
1273,151,CMA
1274,151,Accounting Software
1275,151,Finance
1276,151,Financial Analysis
1277,151,Financial Management
1278,151,IFRS
1279,151,GAAP
1280,151,Microsoft Office
1281,152,Accounting/Finance
1282,152,Operations/Management
1283,152,Accounting
1284,152,Accounting Software
1285,152,Finance
1286,152,Financial
1287,152,Financial Management
1288,152,Financial Analysis
1289,153,males_only
1290,153,Accounting/Finance
1291,153,Operations/Management
1292,153,Finance
1293,153,Accounting
1294,153,Financial Analysis
1295,153,Financial Management
1296,153,Accounting Software
1297,153,Financial
1298,153,ERP
1299,153,ERP systems
1300,154,Accounting/Finance
1301,154,Accounting
1302,154,Finance
1303,154,Financial Analysis
1304,154,Financial Management
1305,154,Oracle
1306,155,Accounting/Finance
1307,155,Accounting
1308,155,Financial Analysis
1309,155,CMA
1310,155,CPA
1311,155,Finance
1312,155,excel
1313,155,IFRS
1314,155,Odoo ERP
1315,155,Odoo
1316,156,Accounting/Finance
1317,156,Accounting
1318,156,Accounting Supervisor
1319,156,excel
1320,156,Finance
1321,156,Management
1322,156,Financial Management
1323,156,Financial Analysis
1324,156,Computer Skills
1325,157,Accounting/Finance
1326,157,Accounting
1327,157,Customer Care
1328,157,Customer Service
1329,157,excel
1330,157,Finance
1331,157,Management
1332,157,Sales
1333,157,sales skills
1334,158,Accounting/Finance
1335,158,Accounting
1336,158,Accounts Payable
1337,158,Communication skills
1338,158,English
1339,158,Financial Analysis
1340,158,Oracle
1341,159,Banking
1342,159,Operations/Management
1343,159,Accounting
1344,159,Finance
1345,159,Financial Analysis
1346,159,Accounts Payable
1347,159,Commerce
1348,159,Financial Management
1349,159,Microsoft Office
1350,160,Administration
1351,160,Customer Service/Support
1352,160,Finance
1353,160,Accounting
1354,160,Accounts Payable
1355,160,Financial Analysis
1356,160,Commerce
1357,160,Financial Management
1358,160,Microsoft Office
1359,161,Accounting/Finance
1360,161,Accounting
1361,161,Accounts Payable
1362,161,business
1363,161,Business Development
1364,161,Communication
1365,161,Customer Service
1366,161,Finance
1367,161,Financial
1368,161,Financial Analysis
1369,162,Accounting/Finance
1370,162,accountant
1371,162,Accounting
1372,162,Accounts Payable
1373,162,Accounts Receivable
1374,162,Computer Skills
